MSE,ICP rX,ICP rY,ICP rZ,GT rX,GT rY,GT rZ
0.00108551,22.4703,12.6116,-19.0554,16.7865,29.1849,7.03088
0.000824692,23.2145,12.3971,-18.7237,16.1045,29.7265,6.44351
0.00101458,24.2044,12.3409,-18.3231,15.3397,30.5478,5.6712
0.000839383,25.0579,12.2131,-17.9819,14.6459,31.0488,5.15136
0.000855348,25.512,12.1686,-17.3863,13.6534,31.5324,4.28975
0.000827202,26.2713,12.0823,-16.9801,12.5834,31.9206,3.36758
0.00105944,26.5689,12.132,-16.2299,11.8442,32.0553,2.97371
0.000990672,27.135,12.2107,-15.5125,10.3959,32.2889,1.92541
0.000840753,27.8227,12.4879,-14.4849,9.22421,32.442,0.797425
0.000846695,27.7289,12.5881,-13.5942,8.22363,32.344,0.335801
0.000965576,28.0238,12.7656,-12.7741,7.16069,32.2142,-0.384515
0.000883607,28.5884,13.0362,-11.8437,6.08172,32.1969,-1.1647
0.000864914,28.4633,13.0584,-11.2136,5.29702,32.0056,-1.32918
0.000994858,29.068,13.2738,-10.3498,4.28988,31.9496,-2.19283
0.00101345,30.4005,13.6739,-9.25904,3.30097,32.1379,-3.48814
0.00117137,30.2101,13.8861,-8.60822,2.68517,31.876,-3.68917
0.00102258,29.9282,13.9627,-8.28516,2.20849,31.7669,-3.3239
0.00086136,30.4283,14.1836,-7.61074,1.45358,31.728,-4.15061
0.000811704,30.2704,14.322,-7.17557,1.09479,31.6955,-3.71091
0.000634018,30.345,14.3013,-6.87566,0.617767,31.6496,-3.75533
0.000908733,30.4447,14.4517,-6.47365,0.235023,31.6673,-3.89335
0.00171674,29.7052,14.3701,-6.13134,0.055353,31.5767,-3.00226
0.00132435,29.8032,14.2705,-5.93456,-0.681602,31.653,-3.5069
0.000959878,31.2744,14.6059,-4.86027,-1.46583,31.8797,-4.71804
0.00112657,30.9098,14.5291,-4.83354,-1.57988,31.8728,-4.37003
0.00182087,30.1528,14.388,-4.79149,-1.88216,31.8598,-3.82631
0.00100202,30.7017,14.4465,-4.53796,-2.32646,32.0182,-4.35499
0.000908921,30.9182,14.4312,-4.23165,-2.33956,32.0947,-4.09145
0.00123043,30.3611,14.2958,-4.12553,-2.59141,32.2936,-3.4724
0.00110269,30.8913,14.1425,-3.95789,-3.04911,32.5017,-3.92333
